song,artist,weeks,peak,year,genre,gsId
Do It Again (Put Ya Hands Up),Jay-Z Featuring Beanie Sigel ,9,65,2000,Hip hop/Rap,NULL
Pop A Top,Alan Jackson,10,43,2000,Other,NULL
Candy,Mandy Moore,6,86,2000,Pop,NULL
Guerrilla Radio,Rage Against The Machine,11,78,2000,Alternative rock,NULL
U Understand,Juvenile,6,83,2000,Hip hop/Rap,NULL
What Do You Say,Reba,11,31,2000,Country,NULL
Girl On TV,LFO,11,10,2000,Funk,NULL
Best Friend,Puff Daddy Featuring Mario Winans ,5,59,2000,Other,NULL
My Love Is Your Love,Whitney Houston,11,4,2000,Pop,NULL
U Know What s Up,Donell Jones,9,10,2000,Pop,NULL
Got Your Money,Ol  Dirty Bastard Featuring Kelis,9,38,2000,Rhythm and blues (R&B),NULL
Freakin  It,Will Smith,4,99,2000,Other,NULL
He Didn t Have To Be,Brad Paisley,9,41,2000,Country,NULL
Learn To Fly,Foo Fighters,10,19,2000,Rock,NULL
Big Deal,LeAnn Rimes,9,23,2000,Country,NULL
Waiting For Tonight,Jennifer Lopez,9,14,2000,Rhythm and blues (R&B),NULL
Dancin ,Guy,8,22,2000,Hip hop/Rap,NULL
When I Said I Do,Clint Black,9,49,2000,Country,NULL
Black Balloon,Goo Goo Dolls,9,33,2000,Rock,NULL
Sexual (Li Da Di),Amber,9,42,2000,Other,NULL
I Wanna Love You Forever,Jessica Simpson,9,3,2000,Dance,NULL
Breathe And Stop,Q-Tip,5,71,2000,Hip hop/Rap,NULL
You Can Do It,Ice Cube Featuring Mack 10 ,7,35,2000,Hip hop/Rap,NULL
Smoke Rings In The Dark,Gary Allan,5,76,2000,Country,NULL
Caught Out There,Kelis,8,54,2000,Pop,NULL
Deep Inside,Mary J. Blige,8,63,2000,Rhythm and blues (R&B),NULL
Stay The Night,IMx,8,23,2000,Pop,NULL
"4, 5, 6",Sole Featuring JT Money ,6,33,2000,Other,NULL
L.A. Song,Beth Hart,7,90,2000,Other,NULL
"Tricky, Tricky",Lou Bega,3,74,2000,Jazz,NULL
Where My Girls At?,702,7,26,2000,Other,NULL
The Chemicals Between Us,Bush,7,75,2000,Alternative rock,NULL
